city,latitude,longitude,date,max_temperature,min_temperature,max_windspeed,humidity,pressure
Warsaw,52.22977,21.01178,2020-02-02,9.8,4.7,30.3,82.0,1001.5
Warsaw,52.22977,21.01178,2020-02-03,5.7,1.7,24.9,82.0,1004.6
Warsaw,52.22977,21.01178,2020-02-04,5.8,1.6,18.1,94.0,1000.1
Warsaw,52.22977,21.01178,2020-02-05,2.5,-2.3,22.9,77.0,1019.2
Warsaw,52.22977,21.01178,2020-02-06,4.5,-2.3,23.9,86.0,1020.7
Warsaw,52.22977,21.01178,2020-02-07,4.0,-4.6,16.0,79.0,1028.2
Warsaw,52.22977,21.01178,2020-02-08,4.4,-4.7,13.0,70.0,1028.2
Warsaw,52.22977,21.01178,2020-02-09,6.7,-1.4,29.0,70.0,1019.5
Warsaw,52.22977,21.01178,2020-02-10,8.7,3.6,35.5,74.0,993.4
Warsaw,52.22977,21.01178,2020-02-11,3.9,0.8,33.5,82.0,993.6
Warsaw,52.22977,21.01178,2020-02-12,4.1,1.4,30.4,70.0,1003.7
Warsaw,52.22977,21.01178,2020-02-13,5.4,-0.1,30.6,69.0,1012.9
Warsaw,52.22977,21.01178,2020-02-14,2.6,0.4,15.5,90.0,1014.4
Warsaw,52.22977,21.01178,2020-02-15,4.2,-2.2,18.7,92.0,1026.6
Warsaw,52.22977,21.01178,2020-02-16,10.8,0.3,29.8,65.0,1017.7
Warsaw,52.22977,21.01178,2020-02-17,13.5,7.9,28.7,56.0,1012.9
Warsaw,52.22977,21.01178,2020-02-18,8.4,2.8,28.1,77.0,1016.0
Warsaw,52.22977,21.01178,2020-02-19,8.4,1.1,19.4,74.0,1014.7
Warsaw,52.22977,21.01178,2020-02-20,5.4,0.6,19.8,84.0,1019.4
Warsaw,52.22977,21.01178,2020-02-21,4.7,0.2,23.1,85.0,1017.0
Warsaw,52.22977,21.01178,2020-02-22,10.5,0.5,34.3,69.0,1018.4
Warsaw,52.22977,21.01178,2020-02-23,9.5,2.8,34.7,78.0,1006.6
Warsaw,52.22977,21.01178,2020-02-24,5.7,1.1,31.1,86.0,1009.5
Warsaw,52.22977,21.01178,2020-02-25,11.3,1.3,22.5,88.0,999.3
Warsaw,52.22977,21.01178,2020-02-26,8.1,2.0,18.0,89.0,993.5
Warsaw,52.22977,21.01178,2020-02-27,4.0,-1.3,21.1,90.0,1000.1
Warsaw,52.22977,21.01178,2020-02-28,5.1,-2.2,18.1,89.0,1007.6
Warsaw,52.22977,21.01178,2020-02-29,7.7,-0.1,25.2,72.0,1008.0
Warsaw,52.22977,21.01178,2020-03-01,11.1,3.9,20.7,73.0,1001.8
Warsaw,52.22977,21.01178,2020-03-02,6.6,2.2,19.4,91.0,998.0
Warsaw,52.22977,21.01178,2020-03-03,11.4,2.1,20.5,88.0,999.4
Warsaw,52.22977,21.01178,2020-03-04,6.7,3.4,19.0,81.0,1008.2
Warsaw,52.22977,21.01178,2020-03-05,8.7,-1.0,14.0,71.0,1008.7
Warsaw,52.22977,21.01178,2020-03-06,6.6,0.7,29.6,77.0,1002.0
Warsaw,52.22977,21.01178,2020-03-07,8.9,2.9,19.0,85.0,1006.9
Warsaw,52.22977,21.01178,2020-03-08,6.0,3.1,15.0,85.0,1017.7
Warsaw,52.22977,21.01178,2020-03-09,8.3,0.4,15.1,73.0,1014.7
Warsaw,52.22977,21.01178,2020-03-10,10.9,2.0,19.5,74.0,1010.6
Warsaw,52.22977,21.01178,2020-03-11,11.8,5.0,33.5,69.0,1004.3
Warsaw,52.22977,21.01178,2020-03-12,15.6,4.0,38.6,75.0,1006.1
Warsaw,52.22977,21.01178,2020-03-13,9.5,2.4,32.4,61.0,1008.9
Warsaw,52.22977,21.01178,2020-03-14,4.6,-4.0,33.5,71.0,1019.8
Warsaw,52.22977,21.01178,2020-03-15,5.6,-5.5,18.6,56.0,1029.3
Warsaw,52.22977,21.01178,2020-03-16,11.1,-2.1,26.7,48.0,1023.1
Warsaw,52.22977,21.01178,2020-03-17,12.7,0.0,13.7,75.0,1026.1
Warsaw,52.22977,21.01178,2020-03-18,16.0,6.3,16.6,72.0,1026.1
Warsaw,52.22977,21.01178,2020-03-19,15.0,5.9,19.9,78.0,1023.1
Warsaw,52.22977,21.01178,2020-03-20,9.6,4.4,10.6,68.0,1023.9
Warsaw,52.22977,21.01178,2020-03-21,5.3,-1.7,24.6,65.0,1025.7
Warsaw,52.22977,21.01178,2020-03-22,2.6,-2.4,28.2,53.0,1032.7
Warsaw,52.22977,21.01178,2020-03-23,3.1,-4.6,19.5,52.0,1039.0
Warsaw,52.22977,21.01178,2020-03-24,4.8,-5.2,14.0,53.0,1039.6
Warsaw,52.22977,21.01178,2020-03-25,7.0,-4.4,18.5,48.0,1037.2
Warsaw,52.22977,21.01178,2020-03-26,10.7,-1.2,21.5,44.0,1032.5
Warsaw,52.22977,21.01178,2020-03-27,13.8,1.9,18.1,45.0,1026.4
Warsaw,52.22977,21.01178,2020-03-28,16.6,-0.2,11.4,56.0,1017.2
Warsaw,52.22977,21.01178,2020-03-29,14.1,0.3,27.7,64.0,1012.8
Warsaw,52.22977,21.01178,2020-03-30,3.4,-3.1,23.1,62.0,1021.9
Warsaw,52.22977,21.01178,2020-03-31,4.8,-4.0,16.5,71.0,1024.8
Warsaw,52.22977,21.01178,2020-04-01,7.3,-3.2,26.7,59.0,1019.1
Warsaw,52.22977,21.01178,2020-04-02,8.9,1.5,25.0,55.0,1010.6
Warsaw,52.22977,21.01178,2020-04-03,11.1,1.8,28.9,53.0,1009.0
Warsaw,52.22977,21.01178,2020-04-04,10.0,-0.8,15.6,58.0,1024.7
Warsaw,52.22977,21.01178,2020-04-05,12.8,-2.8,11.2,57.0,1033.8
Warsaw,52.22977,21.01178,2020-04-06,17.5,2.5,18.5,47.0,1031.8
Warsaw,52.22977,21.01178,2020-04-07,20.8,3.6,21.4,48.0,1030.3
Warsaw,52.22977,21.01178,2020-04-08,18.5,2.8,9.3,58.0,1029.0
Warsaw,52.22977,21.01178,2020-04-09,21.7,5.1,28.2,50.0,1019.0
Warsaw,52.22977,21.01178,2020-04-10,13.7,2.7,14.0,59.0,1023.6
Warsaw,52.22977,21.01178,2020-04-11,13.2,2.7,13.7,41.0,1026.5
Warsaw,52.22977,21.01178,2020-04-12,19.0,3.1,16.3,42.0,1018.9
Warsaw,52.22977,21.01178,2020-04-13,15.8,2.2,26.8,54.0,1007.5
Warsaw,52.22977,21.01178,2020-04-14,7.9,-0.6,26.2,49.0,1015.0
Warsaw,52.22977,21.01178,2020-04-15,9.9,1.2,29.2,62.0,1016.9
Warsaw,52.22977,21.01178,2020-04-16,16.6,4.9,31.5,54.0,1012.4
Warsaw,52.22977,21.01178,2020-04-17,14.2,1.5,22.4,53.0,1015.5
Warsaw,52.22977,21.01178,2020-04-18,11.6,-0.5,9.2,49.0,1019.6
Warsaw,52.22977,21.01178,2020-04-19,12.2,0.1,22.4,54.0,1020.4
Warsaw,52.22977,21.01178,2020-04-20,12.6,0.1,18.3,52.0,1025.6
Warsaw,52.22977,21.01178,2020-04-21,14.8,4.0,16.8,47.0,1027.0
Warsaw,52.22977,21.01178,2020-04-22,16.5,6.0,14.9,53.0,1025.9
Warsaw,52.22977,21.01178,2020-04-23,17.9,3.2,17.4,51.0,1021.4
Warsaw,52.22977,21.01178,2020-04-24,19.6,6.7,17.7,43.0,1007.9
Warsaw,52.22977,21.01178,2020-04-25,13.4,6.5,29.6,55.0,1002.9
Warsaw,52.22977,21.01178,2020-04-26,13.0,1.5,18.4,57.0,1010.1
Warsaw,52.22977,21.01178,2020-04-27,17.6,2.3,14.2,50.0,1011.6
Warsaw,52.22977,21.01178,2020-04-28,22.6,7.4,21.2,43.0,1005.5
Warsaw,52.22977,21.01178,2020-04-29,14.6,7.5,17.4,65.0,1004.3
Warsaw,52.22977,21.01178,2020-04-30,15.1,6.6,15.8,72.0,1009.1
Warsaw,52.22977,21.01178,2020-05-01,18.8,6.8,17.3,80.0,1005.4
Warsaw,52.22977,21.01178,2020-05-02,16.1,8.1,16.4,78.0,1004.9
Warsaw,52.22977,21.01178,2020-05-03,13.6,7.1,19.3,84.0,1011.9
Warsaw,52.22977,21.01178,2020-05-04,15.5,4.8,8.4,70.0,1016.3
Warsaw,52.22977,21.01178,2020-05-05,9.9,6.5,19.4,83.0,1011.8
Warsaw,52.22977,21.01178,2020-05-06,10.6,5.7,29.2,83.0,1011.8
Warsaw,52.22977,21.01178,2020-05-07,15.3,3.8,22.6,64.0,1016.1
Warsaw,52.22977,21.01178,2020-05-08,17.5,7.1,16.4,64.0,1017.6
Warsaw,52.22977,21.01178,2020-05-09,19.1,4.3,15.5,66.0,1015.3
Warsaw,52.22977,21.01178,2020-05-10,23.5,8.4,12.5,59.0,1010.0
Warsaw,52.22977,21.01178,2020-05-11,24.3,6.9,25.3,73.0,999.2
Warsaw,52.22977,21.01178,2020-05-12,10.3,1.5,31.6,62.0,1011.3
Warsaw,52.22977,21.01178,2020-05-13,12.8,5.3,22.4,57.0,1014.1
Warsaw,52.22977,21.01178,2020-05-14,12.9,6.2,10.5,75.0,1014.7
Warsaw,52.22977,21.01178,2020-05-15,14.4,4.7,14.6,67.0,1016.3
Warsaw,52.22977,21.01178,2020-05-16,13.5,5.5,25.9,59.0,1019.2
Warsaw,52.22977,21.01178,2020-05-17,16.4,6.2,24.9,57.0,1018.5
Warsaw,52.22977,21.01178,2020-05-18,16.1,8.0,27.3,63.0,1019.1
Warsaw,52.22977,21.01178,2020-05-19,15.9,8.7,24.4,82.0,1016.6
Warsaw,52.22977,21.01178,2020-05-20,15.0,7.3,17.7,66.0,1019.7
Warsaw,52.22977,21.01178,2020-05-21,13.2,3.4,27.3,54.0,1023.3
Warsaw,52.22977,21.01178,2020-05-22,16.0,2.5,17.2,58.0,1024.1
Warsaw,52.22977,21.01178,2020-05-23,18.2,4.6,13.4,63.0,1022.3
Warsaw,52.22977,21.01178,2020-05-24,17.4,9.4,26.0,74.0,1019.8
Warsaw,52.22977,21.01178,2020-05-25,15.5,8.6,12.7,84.0,1023.3
Warsaw,52.22977,21.01178,2020-05-26,17.8,8.5,18.8,77.0,1029.0
Warsaw,52.22977,21.01178,2020-05-27,18.9,9.4,18.1,67.0,1028.5
Warsaw,52.22977,21.01178,2020-05-28,18.7,10.3,22.4,68.0,1023.7
Warsaw,52.22977,21.01178,2020-05-29,17.3,10.7,24.7,57.0,1022.1
Warsaw,52.22977,21.01178,2020-05-30,16.2,9.3,28.0,70.0,1016.1
Warsaw,52.22977,21.01178,2020-05-31,19.0,11.1,30.0,63.0,1012.8
Warsaw,52.22977,21.01178,2020-06-01,18.1,10.6,27.7,49.0,1018.4
Warsaw,52.22977,21.01178,2020-06-02,18.6,9.2,24.0,60.0,1012.3
Warsaw,52.22977,21.01178,2020-06-03,15.4,7.7,13.0,76.0,1006.1
Warsaw,52.22977,21.01178,2020-06-04,19.2,7.1,13.7,69.0,1001.1
Warsaw,52.22977,21.01178,2020-06-05,21.3,11.8,22.7,79.0,997.3
Warsaw,52.22977,21.01178,2020-06-06,23.7,12.6,27.3,67.0,1005.6
Warsaw,52.22977,21.01178,2020-06-07,25.0,14.1,14.7,76.0,1007.7
Warsaw,52.22977,21.01178,2020-06-08,22.8,14.0,18.0,79.0,1009.4
Warsaw,52.22977,21.01178,2020-06-09,19.1,12.8,13.6,83.0,1013.7
Warsaw,52.22977,21.01178,2020-06-10,21.9,14.1,14.2,89.0,1011.1
Warsaw,52.22977,21.01178,2020-06-11,25.2,16.4,12.4,78.0,1009.7
Warsaw,52.22977,21.01178,2020-06-12,29.2,16.0,21.9,75.0,1010.1
Warsaw,52.22977,21.01178,2020-06-13,27.0,18.4,21.9,76.0,1011.9
Warsaw,52.22977,21.01178,2020-06-14,20.8,13.4,20.1,70.0,1012.5
Warsaw,52.22977,21.01178,2020-06-15,21.2,11.0,7.9,70.0,1013.5
Warsaw,52.22977,21.01178,2020-06-16,22.9,12.3,12.2,68.0,1013.7
Warsaw,52.22977,21.01178,2020-06-17,26.1,15.8,18.8,76.0,1010.0
Warsaw,52.22977,21.01178,2020-06-18,23.8,16.3,11.9,86.0,1007.9
Warsaw,52.22977,21.01178,2020-06-19,24.1,17.5,17.7,84.0,1008.9
Warsaw,52.22977,21.01178,2020-06-20,24.1,16.8,9.8,88.0,1009.8
Warsaw,52.22977,21.01178,2020-06-21,25.7,16.8,15.5,87.0,1010.9
Warsaw,52.22977,21.01178,2020-06-22,23.1,16.8,20.9,92.0,1013.8
Warsaw,52.22977,21.01178,2020-06-23,21.3,15.3,21.6,77.0,1018.8
Warsaw,52.22977,21.01178,2020-06-24,22.4,15.2,18.2,89.0,1020.8
Warsaw,52.22977,21.01178,2020-06-25,26.6,17.5,18.9,72.0,1024.0
Warsaw,52.22977,21.01178,2020-06-26,26.7,17.5,23.8,69.0,1019.8
Warsaw,52.22977,21.01178,2020-06-27,23.6,17.7,20.6,83.0,1012.8
Warsaw,52.22977,21.01178,2020-06-28,27.9,17.5,13.2,76.0,1011.2
Warsaw,52.22977,21.01178,2020-06-29,24.8,14.9,28.3,88.0,1008.7
Warsaw,52.22977,21.01178,2020-06-30,22.4,15.0,20.3,72.0,1008.7
Warsaw,52.22977,21.01178,2020-07-01,25.6,15.8,20.3,64.0,1008.9
Warsaw,52.22977,21.01178,2020-07-02,25.9,17.9,15.5,78.0,1008.9
Warsaw,52.22977,21.01178,2020-07-03,24.5,16.5,17.5,78.0,1012.1
Warsaw,52.22977,21.01178,2020-07-04,24.5,15.1,14.3,66.0,1016.0
Warsaw,52.22977,21.01178,2020-07-05,27.0,16.8,20.5,63.0,1011.8
Warsaw,52.22977,21.01178,2020-07-06,25.5,16.9,21.8,68.0,1008.2
Warsaw,52.22977,21.01178,2020-07-07,18.3,12.8,22.6,62.0,1014.3
Warsaw,52.22977,21.01178,2020-07-08,18.4,11.2,22.9,66.0,1014.9
Warsaw,52.22977,21.01178,2020-07-09,20.8,11.0,16.7,71.0,1016.8
Warsaw,52.22977,21.01178,2020-07-10,27.5,15.5,20.1,72.0,1011.4
Warsaw,52.22977,21.01178,2020-07-11,20.1,12.6,18.0,83.0,1019.0
Warsaw,52.22977,21.01178,2020-07-12,19.0,11.8,17.1,68.0,1023.1
Warsaw,52.22977,21.01178,2020-07-13,18.7,11.7,17.3,74.0,1022.0
Warsaw,52.22977,21.01178,2020-07-14,22.1,10.8,9.9,74.0,1017.8
Warsaw,52.22977,21.01178,2020-07-15,23.9,13.7,12.0,65.0,1013.3
Warsaw,52.22977,21.01178,2020-07-16,20.2,14.9,13.3,76.0,1011.8
Warsaw,52.22977,21.01178,2020-07-17,20.9,14.1,9.8,84.0,1015.9
Warsaw,52.22977,21.01178,2020-07-18,26.1,15.0,17.6,72.0,1018.1
Warsaw,52.22977,21.01178,2020-07-19,26.9,16.5,12.0,62.0,1016.9
Warsaw,52.22977,21.01178,2020-07-20,27.5,16.3,13.7,66.0,1014.3
Warsaw,52.22977,21.01178,2020-07-21,21.9,15.1,21.2,65.0,1017.8
Warsaw,52.22977,21.01178,2020-07-22,21.4,11.9,21.7,56.0,1019.1
Warsaw,52.22977,21.01178,2020-07-23,19.8,11.3,15.9,66.0,1016.4
Warsaw,52.22977,21.01178,2020-07-24,24.8,10.5,16.0,61.0,1012.6
Warsaw,52.22977,21.01178,2020-07-25,26.6,16.3,16.1,54.0,1011.8
Warsaw,52.22977,21.01178,2020-07-26,28.6,13.7,10.0,54.0,1014.0
Warsaw,52.22977,21.01178,2020-07-27,27.3,17.2,10.9,66.0,1016.1
Warsaw,52.22977,21.01178,2020-07-28,31.1,18.4,19.6,62.0,1011.8
Warsaw,52.22977,21.01178,2020-07-29,25.1,17.2,19.9,58.0,1014.7
Warsaw,52.22977,21.01178,2020-07-30,24.2,14.0,22.9,49.0,1017.8
Warsaw,52.22977,21.01178,2020-07-31,23.5,12.5,23.7,58.0,1015.8
Warsaw,52.22977,21.01178,2020-08-01,24.3,13.8,15.3,61.0,1016.0
Warsaw,52.22977,21.01178,2020-08-02,26.8,11.6,12.7,54.0,1014.0
Warsaw,52.22977,21.01178,2020-08-03,25.6,17.6,15.5,68.0,1009.4
Warsaw,52.22977,21.01178,2020-08-04,19.9,15.0,21.5,94.0,1009.0
Warsaw,52.22977,21.01178,2020-08-05,23.2,13.5,14.0,71.0,1019.2
Warsaw,52.22977,21.01178,2020-08-06,27.7,14.4,14.8,64.0,1023.2
Warsaw,52.22977,21.01178,2020-08-07,29.9,17.8,12.9,61.0,1023.9
Warsaw,52.22977,21.01178,2020-08-08,30.6,19.4,11.6,59.0,1021.8
Warsaw,52.22977,21.01178,2020-08-09,29.2,18.4,14.7,60.0,1018.8
Warsaw,52.22977,21.01178,2020-08-10,29.3,17.3,15.3,61.0,1017.9
Warsaw,52.22977,21.01178,2020-08-11,28.3,18.2,18.6,54.0,1019.2
Warsaw,52.22977,21.01178,2020-08-12,26.0,14.1,11.3,51.0,1020.8
Warsaw,52.22977,21.01178,2020-08-13,27.6,13.7,12.7,51.0,1017.4
Warsaw,52.22977,21.01178,2020-08-14,27.9,14.8,15.6,46.0,1015.4
Warsaw,52.22977,21.01178,2020-08-15,26.6,17.0,17.6,47.0,1016.4
Warsaw,52.22977,21.01178,2020-08-16,27.3,13.6,17.9,48.0,1017.1
Warsaw,52.22977,21.01178,2020-08-17,27.6,15.8,16.6,53.0,1012.7
Warsaw,52.22977,21.01178,2020-08-18,25.9,16.7,9.5,75.0,1007.4
Warsaw,52.22977,21.01178,2020-08-19,23.3,15.6,14.1,74.0,1006.6
Warsaw,52.22977,21.01178,2020-08-20,26.2,16.7,13.8,71.0,1011.2
Warsaw,52.22977,21.01178,2020-08-21,29.9,14.6,9.4,54.0,1015.7
Warsaw,52.22977,21.01178,2020-08-22,32.2,18.5,16.2,66.0,1013.8
Warsaw,52.22977,21.01178,2020-08-23,23.2,17.8,12.2,82.0,1013.4
Warsaw,52.22977,21.01178,2020-08-24,23.3,15.5,16.3,67.0,1013.2
Warsaw,52.22977,21.01178,2020-08-25,21.4,14.1,17.2,69.0,1012.1
Warsaw,52.22977,21.01178,2020-08-26,24.6,12.7,26.8,71.0,1006.8
Warsaw,52.22977,21.01178,2020-08-27,18.4,15.1,30.6,80.0,1006.5
Warsaw,52.22977,21.01178,2020-08-28,19.8,14.3,19.1,74.0,1009.5
Warsaw,52.22977,21.01178,2020-08-29,22.4,15.3,20.1,80.0,1007.1
Warsaw,52.22977,21.01178,2020-08-30,20.4,15.0,18.5,90.0,1007.8
Warsaw,52.22977,21.01178,2020-08-31,20.5,11.7,24.9,85.0,1009.3
Warsaw,52.22977,21.01178,2020-09-01,15.2,11.4,22.4,92.0,1013.8
Warsaw,52.22977,21.01178,2020-09-02,17.6,11.4,19.9,86.0,1013.8
Warsaw,52.22977,21.01178,2020-09-03,20.2,10.2,22.6,76.0,1020.0
Warsaw,52.22977,21.01178,2020-09-04,21.9,10.9,20.2,82.0,1021.2
Warsaw,52.22977,21.01178,2020-09-05,24.9,12.9,16.1,84.0,1016.3
Warsaw,52.22977,21.01178,2020-09-06,18.5,11.1,12.4,83.0,1016.9
Warsaw,52.22977,21.01178,2020-09-07,17.8,10.7,11.5,78.0,1021.4
Warsaw,52.22977,21.01178,2020-09-08,20.2,9.3,23.7,69.0,1023.9
Warsaw,52.22977,21.01178,2020-09-09,21.9,14.2,17.2,72.0,1020.2
Warsaw,52.22977,21.01178,2020-09-10,18.6,12.7,22.7,68.0,1016.8
Warsaw,52.22977,21.01178,2020-09-11,18.9,10.0,9.8,73.0,1020.6
Warsaw,52.22977,21.01178,2020-09-12,23.0,10.7,12.6,71.0,1020.3
Warsaw,52.22977,21.01178,2020-09-13,20.7,14.2,18.8,75.0,1024.0
Warsaw,52.22977,21.01178,2020-09-14,24.5,13.2,14.9,78.0,1027.8
Warsaw,52.22977,21.01178,2020-09-15,26.8,11.1,11.4,77.0,1026.0
Warsaw,52.22977,21.01178,2020-09-16,27.6,14.3,17.4,72.0,1017.4
Warsaw,52.22977,21.01178,2020-09-17,19.4,10.8,25.3,68.0,1020.7
Warsaw,52.22977,21.01178,2020-09-18,17.2,7.6,17.6,67.0,1027.2
Warsaw,52.22977,21.01178,2020-09-19,18.8,6.2,9.7,73.0,1025.1
Warsaw,52.22977,21.01178,2020-09-20,19.3,5.8,9.4,69.0,1022.6
Warsaw,52.22977,21.01178,2020-09-21,22.3,7.2,10.5,74.0,1020.1
Warsaw,52.22977,21.01178,2020-09-22,24.7,9.9,14.3,71.0,1015.8
Warsaw,52.22977,21.01178,2020-09-23,25.5,11.7,12.6,69.0,1009.7
Warsaw,52.22977,21.01178,2020-09-24,23.6,14.1,13.5,83.0,1007.5
Warsaw,52.22977,21.01178,2020-09-25,23.8,14.7,23.7,76.0,1001.8
Warsaw,52.22977,21.01178,2020-09-26,23.4,14.8,25.4,82.0,995.2
Warsaw,52.22977,21.01178,2020-09-27,15.0,8.6,24.8,93.0,1002.9
Warsaw,52.22977,21.01178,2020-09-28,16.1,6.9,15.1,79.0,1015.1
Warsaw,52.22977,21.01178,2020-09-29,15.5,10.8,14.5,90.0,1012.9
Warsaw,52.22977,21.01178,2020-09-30,15.7,10.4,22.0,90.0,1011.0
Warsaw,52.22977,21.01178,2020-10-01,14.3,11.5,18.1,86.0,1006.3
Warsaw,52.22977,21.01178,2020-10-02,15.2,12.3,17.1,91.0,1007.3
Warsaw,52.22977,21.01178,2020-10-03,22.0,12.2,29.0,74.0,1005.3
Warsaw,52.22977,21.01178,2020-10-04,23.0,12.5,28.8,72.0,1003.8
Warsaw,52.22977,21.01178,2020-10-05,21.0,10.8,20.9,82.0,1008.5
Warsaw,52.22977,21.01178,2020-10-06,18.0,10.6,21.4,75.0,1009.6
Warsaw,52.22977,21.01178,2020-10-07,17.7,9.3,11.3,84.0,1010.2
Warsaw,52.22977,21.01178,2020-10-08,14.8,8.8,11.6,87.0,1018.3
Warsaw,52.22977,21.01178,2020-10-09,16.1,8.3,18.4,86.0,1018.7
Warsaw,52.22977,21.01178,2020-10-10,18.3,9.1,19.1,87.0,1017.3
Warsaw,52.22977,21.01178,2020-10-11,11.6,5.9,16.1,89.0,1018.0
Warsaw,52.22977,21.01178,2020-10-12,8.1,4.4,20.0,91.0,1016.1
Warsaw,52.22977,21.01178,2020-10-13,9.6,5.7,32.8,94.0,1008.5
Warsaw,52.22977,21.01178,2020-10-14,11.3,6.6,32.7,85.0,1001.9
Warsaw,52.22977,21.01178,2020-10-15,9.0,4.6,9.4,94.0,1011.5
Warsaw,52.22977,21.01178,2020-10-16,8.0,4.1,14.3,95.0,1016.3
Warsaw,52.22977,21.01178,2020-10-17,7.3,5.6,17.1,93.0,1014.5
Warsaw,52.22977,21.01178,2020-10-18,8.8,4.0,25.7,90.0,1013.5
Warsaw,52.22977,21.01178,2020-10-19,9.8,4.3,22.0,85.0,1021.0
Warsaw,52.22977,21.01178,2020-10-20,11.7,2.4,20.2,80.0,1023.2
Warsaw,52.22977,21.01178,2020-10-21,13.3,9.0,18.6,71.0,1015.1
Warsaw,52.22977,21.01178,2020-10-22,18.5,9.6,19.9,76.0,1014.5
Warsaw,52.22977,21.01178,2020-10-23,15.5,11.0,15.2,86.0,1013.3
Warsaw,52.22977,21.01178,2020-10-24,15.1,9.8,18.3,88.0,1012.8
Warsaw,52.22977,21.01178,2020-10-25,14.5,7.1,18.3,92.0,1015.2
Warsaw,52.22977,21.01178,2020-10-26,15.3,9.7,20.5,85.0,1009.2
Warsaw,52.22977,21.01178,2020-10-27,16.1,10.8,19.1,86.0,1010.9
Warsaw,52.22977,21.01178,2020-10-28,15.1,7.9,19.2,93.0,1014.8
Warsaw,52.22977,21.01178,2020-10-29,13.8,8.4,15.3,86.0,1013.5
Warsaw,52.22977,21.01178,2020-10-30,10.8,5.9,16.3,86.0,1017.3
Warsaw,52.22977,21.01178,2020-10-31,8.6,3.3,9.1,96.0,1023.0
Warsaw,52.22977,21.01178,2020-11-01,8.6,4.6,15.3,92.0,1021.6
Warsaw,52.22977,21.01178,2020-11-02,12.4,6.3,13.8,93.0,1015.5
Warsaw,52.22977,21.01178,2020-11-03,16.3,7.4,15.0,93.0,1019.3
Warsaw,52.22977,21.01178,2020-11-04,9.7,5.1,11.8,96.0,1027.3
Warsaw,52.22977,21.01178,2020-11-05,9.6,3.3,22.4,87.0,1032.9
Warsaw,52.22977,21.01178,2020-11-06,10.4,6.9,23.6,88.0,1030.1
Warsaw,52.22977,21.01178,2020-11-07,11.2,7.6,10.5,91.0,1031.0
Warsaw,52.22977,21.01178,2020-11-08,10.3,4.6,10.6,86.0,1026.6
Warsaw,52.22977,21.01178,2020-11-09,9.3,5.5,12.2,81.0,1030.9
Warsaw,52.22977,21.01178,2020-11-10,8.1,5.0,11.5,79.0,1033.0
Warsaw,52.22977,21.01178,2020-11-11,7.2,4.1,10.6,83.0,1030.9
Warsaw,52.22977,21.01178,2020-11-12,7.7,4.8,14.9,84.0,1026.5
Warsaw,52.22977,21.01178,2020-11-13,7.2,4.5,13.8,88.0,1023.2
Warsaw,52.22977,21.01178,2020-11-14,8.2,3.7,12.0,95.0,1021.5
Warsaw,52.22977,21.01178,2020-11-15,10.9,6.1,11.5,92.0,1020.0
Warsaw,52.22977,21.01178,2020-11-16,9.2,3.9,15.2,90.0,1017.2
Warsaw,52.22977,21.01178,2020-11-17,10.8,4.3,16.2,91.0,1024.4
Warsaw,52.22977,21.01178,2020-11-18,11.4,6.8,17.8,90.0,1027.0
Warsaw,52.22977,21.01178,2020-11-19,11.1,7.1,25.9,79.0,1017.1
Warsaw,52.22977,21.01178,2020-11-20,7.5,0.1,23.8,78.0,1024.8
Warsaw,52.22977,21.01178,2020-11-21,3.5,-1.1,21.4,87.0,1032.7
Warsaw,52.22977,21.01178,2020-11-22,6.6,1.9,24.7,71.0,1022.3
Warsaw,52.22977,21.01178,2020-11-23,6.7,4.6,24.1,89.0,1021.3
Warsaw,52.22977,21.01178,2020-11-24,7.2,2.4,23.1,81.0,1025.4
Warsaw,52.22977,21.01178,2020-11-25,5.4,-0.9,11.9,86.0,1023.4
Warsaw,52.22977,21.01178,2020-11-26,3.8,-2.6,17.9,87.0,1021.1
Warsaw,52.22977,21.01178,2020-11-27,5.4,2.9,18.7,95.0,1019.5
Warsaw,52.22977,21.01178,2020-11-28,2.8,0.6,16.9,90.0,1020.3
Warsaw,52.22977,21.01178,2020-11-29,1.2,-2.1,14.5,90.0,1021.7
Warsaw,52.22977,21.01178,2020-11-30,2.1,-1.9,14.6,88.0,1024.8
Warsaw,52.22977,21.01178,2020-12-01,1.9,-2.0,16.1,80.0,1024.6
Warsaw,52.22977,21.01178,2020-12-02,-0.4,-4.5,17.6,75.0,1026.0
Warsaw,52.22977,21.01178,2020-12-03,1.0,-3.1,21.5,78.0,1016.0
Warsaw,52.22977,21.01178,2020-12-04,4.9,0.1,29.6,76.0,1007.7
Warsaw,52.22977,21.01178,2020-12-05,9.9,3.5,26.5,75.0,1011.5
Warsaw,52.22977,21.01178,2020-12-06,6.3,1.6,27.9,81.0,1016.0
Warsaw,52.22977,21.01178,2020-12-07,1.9,-1.9,28.3,70.0,1015.1
Warsaw,52.22977,21.01178,2020-12-08,-0.3,-2.9,24.4,69.0,1017.0
Warsaw,52.22977,21.01178,2020-12-09,0.2,-3.7,20.6,73.0,1018.8
Warsaw,52.22977,21.01178,2020-12-10,0.9,-1.7,18.0,81.0,1012.7
Warsaw,52.22977,21.01178,2020-12-11,2.6,0.1,14.0,93.0,1009.8
Warsaw,52.22977,21.01178,2020-12-12,3.0,0.9,18.2,91.0,1007.8
Warsaw,52.22977,21.01178,2020-12-13,1.8,0.5,11.4,89.0,1013.9
